ID,Image,X,Y,Width,Height
13438,200021712-00071_1,952,1307,76,150
13439,200021712-00071_1,931,1458,106,78
13440,200021712-00071_1,949,1562,72,87
13441,200021712-00071_1,955,1964,74,93
13442,200021712-00071_1,968,2058,52,115
13443,200021712-00071_1,951,2317,104,108
13444,200021712-00071_1,951,2718,73,114
13445,200021712-00071_1,946,2846,82,108
13446,200021712-00071_1,955,2955,70,117
13447,200021712-00071_1,967,3203,54,108
13448,200021712-00071_1,753,958,95,103
13449,200021712-00071_1,767,1062,60,106
13450,200021712-00071_1,770,1317,95,85
13451,200021712-00071_1,770,1833,81,91
13452,200021712-00071_1,765,2131,84,40
13453,200021712-00071_1,780,2461,48,83
13454,200021712-00071_1,780,2545,39,135
13455,200021712-00071_1,756,2977,74,90
13456,200021712-00071_1,773,3227,57,86
13457,200021712-00071_1,776,3314,47,134
13458,200021712-00071_1,579,943,79,146
13459,200021712-00071_1,597,1090,55,79
13460,200021712-00071_1,593,1170,45,106
13461,200021712-00071_1,600,1409,29,138
13462,200021712-00071_1,578,1851,74,83
13463,200021712-00071_1,573,2088,72,100
13464,200021712-00071_1,562,2207,80,141
13465,200021712-00071_1,591,2349,31,65
13466,200021712-00071_1,607,2415,16,155
13467,200021712-00071_1,558,2721,80,84
13468,200021712-00071_1,593,3101,41,78
13469,200021712-00071_1,590,3226,62,89
13470,200021712-00071_1,617,3322,16,155
13471,200021712-00071_1,386,1569,109,104
13472,200021712-00071_1,198,1564,80,89
13473,200021712-00071_1,206,1815,57,99
13474,200021712-00071_1,205,1915,48,131
13475,200021712-00071_1,178,2085,93,77
13476,200021712-00071_1,226,2160,18,143
13477,200021712-00071_1,195,2304,70,116
13478,200021712-00071_1,195,3373,66,85
13479,200021712-00071_2,1904,961,75,126
13480,200021712-00071_2,1929,1088,39,86
13481,200021712-00071_2,1942,1175,21,136
13482,200021712-00071_2,1919,1468,74,104
13483,200021712-00071_2,1904,1599,82,79
13484,200021712-00071_2,1917,1708,51,130
13485,200021712-00071_2,1907,1839,65,102
13486,200021712-00071_2,1927,2189,54,138
13487,200021712-00071_2,1946,2596,19,128
13488,200021712-00071_2,1926,2725,54,108
13489,200021712-00071_2,1914,3018,84,42
13490,200021712-00071_2,1936,3068,29,160
13491,200021712-00071_2,1709,982,91,42
13492,200021712-00071_2,1723,1075,74,98
13493,200021712-00071_2,1719,1174,84,138
13494,200021712-00071_2,1748,1313,38,102
13495,200021712-00071_2,1725,1459,71,110
13496,200021712-00071_2,1734,1573,54,140
13497,200021712-00071_2,1734,1869,53,58
13498,200021712-00071_2,1746,2211,31,137
13499,200021712-00071_2,1707,2349,84,153
13500,200021712-00071_2,1713,2503,92,60
13501,200021712-00071_2,1722,2991,75,101
13502,200021712-00071_2,1758,3252,14,106
13503,200021712-00071_2,1531,958,77,96
13504,200021712-00071_2,1551,1055,51,131
13505,200021712-00071_2,1533,1308,63,119
13506,200021712-00071_2,1518,1459,85,147
13507,200021712-00071_2,1554,1607,29,67
13508,200021712-00071_2,1557,2209,22,128
13509,200021712-00071_2,1536,2338,58,107
13510,200021712-00071_2,1527,2599,72,104
13511,200021712-00071_2,1541,2727,38,94
13512,200021712-00071_2,1541,2822,46,133
13513,200021712-00071_2,1530,3387,89,90
13514,200021712-00071_2,1339,955,78,110
13515,200021712-00071_2,1328,1205,99,103
13516,200021712-00071_2,1357,1435,38,114
13517,200021712-00071_2,1318,1589,110,84
13518,200021712-00071_2,1355,1674,45,169
13519,200021712-00071_2,1327,1844,89,91
13520,200021712-00071_2,1347,1961,61,140
13521,200021712-00071_2,1340,2102,79,66
13522,200021712-00071_2,1364,2183,23,153
13523,200021712-00071_2,1352,2618,51,104
13524,200021712-00071_2,1339,2723,79,111
13525,200021712-00071_2,1354,3262,43,80
13526,200021712-00071_2,1350,3343,47,141
13527,200021712-00071_2,1151,952,63,119
13528,200021712-00071_2,1161,1072,45,127
13529,200021712-00071_2,1141,1201,72,92
13530,200021712-00071_2,1162,1468,53,89
13531,200021712-00071_2,1176,1607,33,63
13532,200021712-00071_2,1154,2463,47,127
13533,200021712-00071_2,1147,2591,83,112
13534,200021712-00071_2,1172,2678,59,136
13535,200021712-00071_2,1183,2843,15,153
13536,200021712-00071_2,1157,2997,63,83
13537,200021712-00071_2,1149,3248,96,95
13538,200021712-00071_2,1158,3377,38,87
13539,200021712-00071_2,982,961,21,122
13540,200021712-00071_2,976,1728,62,89
13541,200021712-00071_2,979,2008,58,43
13542,200021712-00071_2,964,2226,78,96
13543,200021712-00071_2,979,2476,49,97
13544,200021712-00071_2,959,3117,72,93
13545,200021712-00071_2,960,3370,76,111
13546,200021712-00071_2,776,1076,57,89
13547,200021712-00071_2,781,1166,43,115
13548,200021712-00071_2,780,1308,37,128
13549,200021712-00071_2,774,1448,75,113
13550,200021712-00071_2,808,1563,20,112
13551,200021712-00071_2,772,1689,75,98
13552,200021712-00071_2,792,1971,36,143
13553,200021712-00071_2,801,2185,23,175
13554,200021712-00071_2,577,1724,100,98
13555,200021712-00071_2,389,1590,64,88
13556,200021712-00071_2,382,2252,115,88
13557,200021712-00071_2,375,2495,83,95
13558,200021712-00071_2,386,2877,80,85
13559,200021712-00071_2,410,2975,27,138
13560,200021712-00071_2,396,3114,52,83
13561,200021712-00071_2,379,3401,114,81
13562,200021712-00072_1,1755,1076,76,83
13563,200021712-00072_1,1761,1285,66,107
13564,200021712-00072_1,1766,1393,47,126
13565,200021712-00072_1,1763,1557,43,108
13566,200021712-00072_1,1738,1694,106,101
13567,200021712-00072_1,1745,1823,87,126
13568,200021712-00072_1,1759,1950,59,107
13569,200021712-00072_1,1742,2212,110,96
13570,200021712-00072_1,1746,2723,80,110
13571,200021712-00072_1,1741,3121,89,81
13572,200021712-00072_1,1739,3246,84,101
13573,200021712-00072_1,1747,3348,73,102
13574,200021712-00072_1,1552,1048,74,111
13575,200021712-00072_1,1560,1317,71,88
13576,200021712-00072_1,1552,1539,65,133
13577,200021712-00072_1,1551,1673,70,101
13578,200021712-00072_1,1568,1802,53,118
13579,200021712-00072_1,1569,1921,38,135
13580,200021712-00072_1,1556,2088,44,103
13581,200021712-00072_1,1544,2192,77,102
13582,200021712-00072_1,1548,2316,77,98
13583,200021712-00072_1,1565,2415,40,148
13584,200021712-00072_1,1555,2577,58,102
13585,200021712-00072_1,1563,2680,42,125
13586,200021712-00072_1,1538,3127,69,84
13587,200021712-00072_1,1549,3356,92,112
13588,200021712-00072_1,1384,1018,24,152
13589,200021712-00072_1,1389,1287,22,137
13590,200021712-00072_1,1352,1687,114,107
13591,200021712-00072_1,1367,1967,71,88
13592,200021712-00072_1,1353,2104,82,91
13593,200021712-00072_1,1353,2196,89,122
13594,200021712-00072_1,1386,2319,49,129
13595,200021712-00072_1,1371,2449,71,127
13596,200021712-00072_1,1367,2597,65,101
13597,200021712-00072_1,1384,2699,21,138
13598,200021712-00072_1,1367,3005,57,37
13599,200021712-00072_1,1170,933,79,92
13600,200021712-00072_1,1196,1125,41,144
13601,200021712-00072_1,1175,1430,79,82
13602,200021712-00072_1,1174,1554,82,97
13603,200021712-00072_1,1166,1944,101,112
13604,200021712-00072_1,1177,2208,77,102
13605,200021712-00072_1,1186,2311,44,135
13606,200021712-00072_1,1155,2587,92,98
13607,200021712-00072_1,1181,2686,56,95
13608,200021712-00072_1,1159,2971,87,92
13609,200021712-00072_1,1178,3206,56,77
13610,200021712-00072_1,1179,3284,83,113
13611,200021712-00072_1,1177,3401,68,79
13612,200021712-00072_1,973,930,96,118
13613,200021712-00072_1,1010,1049,21,129
13614,200021712-00072_1,791,1685,106,116
13615,200021712-00072_1,597,1169,107,104
13616,200021712-00072_1,638,1542,18,126
13617,200021712-00072_1,597,1968,81,86
13618,200021712-00072_1,617,2088,46,85
13619,200021712-00072_1,622,2174,34,124
13620,200021712-00072_1,594,2329,86,104
13621,200021712-00072_1,617,2434,43,140
13622,200021712-00072_1,591,2722,82,96
13623,200021712-00072_1,604,3097,71,105
13624,200021712-00072_1,406,919,72,102
13625,200021712-00072_1,441,1022,29,135
13626,200021712-00072_1,398,1166,75,98
13627,200021712-00072_1,424,1428,38,104
13628,200021712-00072_1,415,1533,61,101
13629,200021712-00072_1,398,1825,100,79
13630,200021712-00072_1,413,1940,84,98
13631,200021712-00072_1,438,2042,27,156
13632,200021712-00072_1,421,2210,60,115
13633,200021712-00072_1,414,2326,61,110
13634,200021712-00072_1,399,2717,89,66
13635,200021712-00072_1,406,2821,91,132
13636,200021712-00072_1,433,2954,25,146
13637,200021712-00072_1,415,3115,67,129
13638,200021712-00072_1,425,3245,56,129
13639,200021712-00072_1,403,3375,97,105
13640,200021712-00072_1,215,1030,79,108
13641,200021712-00072_1,228,1139,64,109
13642,200021712-00072_1,225,1437,72,145
13643,200021712-00072_1,214,1583,88,94
13644,200021712-00072_1,239,1678,44,108
13645,200021712-00072_1,250,1939,23,131
13646,200021712-00072_1,225,2225,63,83
13647,200021712-00072_1,221,2461,70,95
13648,200021712-00072_1,208,2611,89,120
13649,200021712-00072_1,211,2732,103,109
13650,200021712-00072_1,214,2865,80,130
13651,200021712-00072_1,224,3000,67,92
13652,200021712-00072_1,215,3397,96,65
13653,200021712-00072_2,1938,1075,81,108
13654,200021712-00072_2,1929,1476,75,88
13655,200021712-00072_2,1924,1590,79,113
13656,200021712-00072_2,1937,1704,62,146
13657,200021712-00072_2,1928,1983,77,108
13658,200021712-00072_2,1935,2382,62,103
13659,200021712-00072_2,1956,2486,33,128
13660,200021712-00072_2,1928,2615,68,98
13661,200021712-00072_2,1921,2757,94,143
13662,200021712-00072_2,1921,2901,91,109
13663,200021712-00072_2,1940,3011,60,127
13664,200021712-00072_2,1913,3264,80,120
13665,200021712-00072_2,1741,967,70,107
13666,200021712-00072_2,1748,1076,71,120
13667,200021712-00072_2,1763,1197,40,117
13668,200021712-00072_2,1720,1341,88,106
13669,200021712-00072_2,1752,1448,53,105
13670,200021712-00072_2,1740,1734,63,80
13671,200021712-00072_2,1732,2115,87,125
13672,200021712-00072_2,1754,2241,44,118
13673,200021712-00072_2,1751,2370,40,100
13674,200021712-00072_2,1756,2633,34,109
13675,200021712-00072_2,1736,2760,70,104
13676,200021712-00072_2,1712,2893,91,138
13677,200021712-00072_2,1743,3032,42,74
13678,200021712-00072_2,1757,3107,23,153
13679,200021712-00072_2,1737,3405,83,98
13680,200021712-00072_2,1559,965,48,83
13681,200021712-00072_2,1575,1049,21,156
13682,200021712-00072_2,1537,1365,79,82
13683,200021712-00072_2,1543,1468,77,105
13684,200021712-00072_2,1552,1574,57,146
13685,200021712-00072_2,1540,1857,74,102
13686,200021712-00072_2,1531,2116,91,113
13687,200021712-00072_2,1554,2230,54,101
13688,200021712-00072_2,1535,2353,96,119
13689,200021712-00072_2,1560,2473,39,93
13690,200021712-00072_2,1569,2567,29,155
13691,200021712-00072_2,1531,2761,64,81
13692,200021712-00072_2,1519,3010,103,103
13693,200021712-00072_2,1563,3114,31,120
13694,200021712-00072_2,1526,3265,86,131
13695,200021712-00072_2,1534,3397,86,85
13696,200021712-00072_2,1362,967,95,101
13697,200021712-00072_2,1369,1267,68,34
13698,200021712-00072_2,1355,1477,80,120
13699,200021712-00072_2,1378,1719,33,144
13700,200021712-00072_2,1353,1864,65,94
13701,200021712-00072_2,1359,2227,57,128
13702,200021712-00072_2,1352,2356,62,106
13703,200021712-00072_2,1364,2625,43,117
13704,200021712-00072_2,1383,3011,28,109
13705,200021712-00072_2,1358,3137,70,98
13706,200021712-00072_2,1382,3259,20,144
13707,200021712-00072_2,1153,2002,110,101
13708,200021712-00072_2,988,1215,68,96
13709,200021712-00072_2,994,1759,41,57
13710,200021712-00072_2,1001,2139,38,63
13711,200021712-00072_2,979,2241,81,87
13712,200021712-00072_2,973,2502,73,92
13713,200021712-00072_2,978,2621,73,123
13714,200021712-00072_2,993,2745,41,122
13715,200021712-00072_2,1006,3013,22,111
13716,200021712-00072_2,1000,3282,30,85
13717,200021712-00072_2,800,1094,66,98
13718,200021712-00072_2,808,1213,48,96
13719,200021712-00072_2,810,1310,47,153
13720,200021712-00072_2,778,1478,74,82
13721,200021712-00072_2,787,1732,72,99
13722,200021712-00072_2,781,1991,72,117
13723,200021712-00072_2,797,2109,60,126
13724,200021712-00072_2,788,2373,78,101
13725,200021712-00072_2,805,2475,54,136
13726,200021712-00072_2,783,2759,71,109
13727,200021712-00072_2,793,3158,55,85
13728,200021712-00072_2,803,3244,44,121
13729,200021712-00072_2,787,3426,111,58
13730,200021712-00072_2,594,966,74,100
13731,200021712-00072_2,603,1342,59,113
13732,200021712-00072_2,609,1456,48,135
13733,200021712-00072_2,593,1592,66,100
13734,200021712-00072_2,593,2103,67,134
13735,200021712-00072_2,591,2346,72,126
13736,200021712-00072_2,589,2508,69,98
13737,200021712-00072_2,615,2607,42,127
13738,200021712-00072_2,634,2859,21,140
13739,200021712-00072_2,614,3128,36,99
13740,200021712-00072_2,609,3270,66,104
13741,200021712-00072_2,622,3375,40,101
13742,200021712-00072_2,430,1056,20,146
13743,200021712-00072_2,399,1603,72,127
13744,200021712-00072_2,410,1731,63,142
13745,200021712-00072_2,396,1994,100,108
13746,200021712-00072_2,399,2370,69,100
13747,200021712-00072_2,409,2747,69,98
13748,200021712-00072_2,436,2846,39,150
13749,200021712-00072_2,404,3005,74,108
13750,200021712-00072_2,412,3153,60,108
13751,200021712-00072_2,410,3262,67,90
13752,200021712-00073_1,1694,1052,74,103
13753,200021712-00073_1,1691,1310,99,96
13754,200021712-00073_1,1695,1687,73,101
13755,200021712-00073_1,1689,1964,108,89
13756,200021712-00073_1,1693,2245,83,41
13757,200021712-00073_1,1683,2321,81,143
13758,200021712-00073_1,1706,2465,42,59
13759,200021712-00073_1,1724,2525,24,162
13760,200021712-00073_1,1681,3085,85,81
13761,200021712-00073_1,1696,3207,73,76
13762,200021712-00073_1,1721,3298,16,154
13763,200021712-00073_1,1485,919,81,134
13764,200021712-00073_1,1521,1054,34,91
13765,200021712-00073_1,1536,1146,14,142
13766,200021712-00073_1,1516,1550,40,125
13767,200021712-00073_1,1507,1676,53,83
13768,200021712-00073_1,1487,1936,86,96
13769,200021712-00073_1,1488,2071,84,128
13770,200021712-00073_1,1516,2200,41,73
13771,200021712-00073_1,1530,2274,25,152
13772,200021712-00073_1,1511,2575,55,126
13773,200021712-00073_1,1505,2702,56,106
13774,200021712-00073_1,1501,2838,63,118
13775,200021712-00073_1,1509,3078,61,119
13776,200021712-00073_1,1514,3336,67,103
13777,200021712-00073_1,1310,1053,87,83
13778,200021712-00073_1,1310,1332,72,44
13779,200021712-00073_1,1314,1676,76,107
13780,200021712-00073_1,1327,1784,55,128
13781,200021712-00073_1,1308,2061,70,108
13782,200021712-00073_1,1302,2457,77,72
13783,200021712-00073_1,1320,2716,65,93
13784,200021712-00073_1,1318,3112,66,75
13785,200021712-00073_1,1327,3348,64,98
13786,200021712-00073_1,1130,1284,64,111
13787,200021712-00073_1,1114,1435,88,100
13788,200021712-00073_1,1115,1543,73,113
13789,200021712-00073_1,1142,1936,39,107
13790,200021712-00073_1,1124,2063,77,100
13791,200021712-00073_1,1145,2197,22,130
13792,200021712-00073_1,1132,2448,61,105
13793,200021712-00073_1,1119,2554,75,105
13794,200021712-00073_1,1117,2804,91,108
13795,200021712-00073_1,1121,2964,68,96
13796,200021712-00073_1,1110,3115,94,64
13797,200021712-00073_1,1140,3215,67,83
13798,200021712-00073_1,1154,3306,27,139
13799,200021712-00073_1,926,1036,76,88
13800,200021712-00073_1,941,1326,39,100
13801,200021712-00073_1,928,1438,81,97
13802,200021712-00073_1,924,1679,100,136
13803,200021712-00073_1,944,1816,72,118
13804,200021712-00073_1,941,1937,60,112
13805,200021712-00073_1,963,2054,21,134
13806,200021712-00073_1,945,2313,65,103
13807,200021712-00073_1,950,2455,38,85
13808,200021712-00073_1,939,2541,47,104
13809,200021712-00073_1,933,2826,83,99
13810,200021712-00073_1,921,2973,95,66
13811,200021712-00073_1,938,3075,70,94
13812,200021712-00073_1,963,3176,22,123
13813,200021712-00073_1,743,1066,67,85
13814,200021712-00073_1,754,1314,58,82
13815,200021712-00073_1,742,1421,89,68
13816,200021712-00073_1,766,1490,44,164
13817,200021712-00073_1,737,1802,74,135
13818,200021712-00073_1,767,1938,34,68
13819,200021712-00073_1,775,2008,21,168
13820,200021712-00073_1,732,2440,98,114
13821,200021712-00073_1,787,2667,21,177
13822,200021712-00073_1,545,1825,113,96
13823,200021712-00073_1,370,1294,76,93
13824,200021712-00073_1,395,1537,25,131
13825,200021712-00073_1,358,1960,85,91
13826,200021712-00073_1,359,2075,87,114
13827,200021712-00073_1,361,2200,110,96
13828,200021712-00073_1,361,2311,90,127
13829,200021712-00073_1,372,2567,68,126
13830,200021712-00073_1,369,2694,69,110
13831,200021712-00073_1,351,2829,91,103
13832,200021712-00073_1,357,2942,87,121
13833,200021712-00073_1,368,3214,81,113
13834,200021712-00073_1,378,3328,70,97
13835,200021712-00073_1,169,1035,92,102
13836,200021712-00073_1,174,1456,69,92
13837,200021712-00073_1,192,1776,42,130
13838,200021712-00073_1,180,1929,61,107
13839,200021712-00073_1,200,2037,35,138
13840,200021712-00073_1,168,2176,78,98
13841,200021712-00073_1,167,2309,87,114
13842,200021712-00073_1,170,2446,84,116
13843,200021712-00073_1,187,2687,48,163
13844,200021712-00073_1,166,2851,92,65
13845,200021712-00073_1,179,2946,73,113
13846,200021712-00073_1,177,3199,70,115
13847,200021712-00073_2,1917,1184,73,126
13848,200021712-00073_2,1944,1311,36,112
13849,200021712-00073_2,1911,1455,80,89
13850,200021712-00073_2,1906,1580,94,94
13851,200021712-00073_2,1935,1675,45,124
13852,200021712-00073_2,1920,2080,81,84
13853,200021712-00073_2,1918,2338,83,99
13854,200021712-00073_2,1930,2438,71,99
13855,200021712-00073_2,1920,2575,105,94
13856,200021712-00073_2,1923,2968,72,93
13857,200021712-00073_2,1920,3098,96,104
13858,200021712-00073_2,1959,3203,41,90
13859,200021712-00073_2,1931,3294,83,146
13860,200021712-00073_2,1733,1303,72,107
13861,200021712-00073_2,1752,1688,35,125
13862,200021712-00073_2,1745,1814,34,119
13863,200021712-00073_2,1719,1952,71,91
13864,200021712-00073_2,1716,2084,96,93
13865,200021712-00073_2,1738,2178,50,128
13866,200021712-00073_2,1738,2716,71,91
13867,200021712-00073_2,1745,2851,44,105
13868,200021712-00073_2,1745,2957,50,80
13869,200021712-00073_2,1729,3069,96,121
13870,200021712-00073_2,1759,3216,42,97
13871,200021712-00073_2,1752,3314,75,104
13872,200021712-00073_2,1533,945,72,81
13873,200021712-00073_2,1558,1337,38,67
13874,200021712-00073_2,1555,1577,35,64
13875,200021712-00073_2,1537,1695,75,88
13876,200021712-00073_2,1536,2077,74,89
13877,200021712-00073_2,1542,2424,75,119
13878,200021712-00073_2,1551,2544,56,119
13879,200021712-00073_2,1539,2710,77,86
13880,200021712-00073_2,1540,2826,86,116
13881,200021712-00073_2,1539,2943,59,131
13882,200021712-00073_2,1539,3087,74,94
13883,200021712-00073_2,1538,3211,97,91
13884,200021712-00073_2,1572,3303,39,101
13885,200021712-00073_2,1357,935,52,91
13886,200021712-00073_2,1365,1027,43,128
13887,200021712-00073_2,1372,1156,28,143
13888,200021712-00073_2,1350,1711,60,106
13889,200021712-00073_2,1358,1818,60,125
13890,200021712-00073_2,1359,2576,68,116
13891,200021712-00073_2,1369,2820,27,132
13892,200021712-00073_2,1352,2953,55,84
13893,200021712-00073_2,1386,3284,16,143
13894,200021712-00073_2,1152,1048,84,100
13895,200021712-00073_2,1163,1344,69,60
13896,200021712-00073_2,1155,1837,65,122
13897,200021712-00073_2,1156,1969,74,95
13898,200021712-00073_2,1163,2095,67,66
13899,200021712-00073_2,1182,2162,40,124
13900,200021712-00073_2,1178,2431,51,88
13901,200021712-00073_2,1151,2538,95,136
13902,200021712-00073_2,967,940,67,94
13903,200021712-00073_2,970,1437,64,94
13904,200021712-00073_2,961,1583,108,97
13905,200021712-00073_2,967,2084,94,91
13906,200021712-00073_2,986,2572,56,96
13907,200021712-00073_2,973,2704,107,109
13908,200021712-00073_2,996,3208,51,88
13909,200021712-00073_2,973,3333,107,93
13910,200021712-00073_2,778,1438,71,106
13911,200021712-00073_2,773,1567,54,134
13912,200021712-00073_2,800,1802,18,168
13913,200021712-00073_2,584,1950,107,95
13914,200021712-00073_2,378,1318,71,91
13915,200021712-00073_2,403,1584,68,84
13916,200021712-00073_2,418,1681,22,128
13917,200021712-00073_2,391,1810,68,105
13918,200021712-00073_2,385,1947,85,118
13919,200021712-00073_2,411,2066,38,98
13920,200021712-00073_2,428,2165,16,138
13921,200021712-00073_2,395,2711,80,99
13922,200021712-00073_2,407,3223,96,90
13923,200021712-00074_1,1731,944,18,104
13924,200021712-00074_1,1706,1204,56,97
13925,200021712-00074_1,1704,1302,54,109
13926,200021712-00074_1,1680,1463,83,66
13927,200021712-00074_1,1728,1555,21,150
13928,200021712-00074_1,1702,1836,70,101
13929,200021712-00074_1,1691,1965,84,96
13930,200021712-00074_1,1717,2062,40,107
13931,200021712-00074_1,1695,2210,84,106
13932,200021712-00074_1,1706,2478,52,89
13933,200021712-00074_1,1726,2722,15,132
13934,200021712-00074_1,1688,2863,86,94
13935,200021712-00074_1,1706,2958,62,121
13936,200021712-00074_1,1683,3227,100,99
13937,200021712-00074_1,1497,1062,87,94
13938,200021712-00074_1,1491,1188,97,94
13939,200021712-00074_1,1491,1422,101,106
13940,200021712-00074_1,1485,1575,112,128
13941,200021712-00074_1,1488,1704,101,77
13942,200021712-00074_1,1521,1782,39,157
13943,200021712-00074_1,1504,1960,65,86
13944,200021712-00074_1,1511,2092,48,85
13945,200021712-00074_1,1512,2178,47,143
13946,200021712-00074_1,1505,2466,62,79
13947,200021712-00074_1,1534,2808,18,137
13948,200021712-00074_1,1516,3224,57,114
13949,200021712-00074_1,1505,3339,84,96
13950,200021712-00074_1,1309,1069,82,87
13951,200021712-00074_1,1331,1298,40,119
13952,200021712-00074_1,1332,1677,49,125
13953,200021712-00074_1,1312,2220,79,87
13954,200021712-00074_1,1332,2308,37,116
13955,200021712-00074_1,1333,2683,46,133
13956,200021712-00074_1,1315,3358,72,81
13957,200021712-00074_1,1123,1042,65,140
13958,200021712-00074_1,1147,1183,33,70
13959,200021712-00074_1,1153,1254,25,176
13960,200021712-00074_1,1120,1441,88,98
13961,200021712-00074_1,1118,1553,89,98
13962,200021712-00074_1,1141,1652,37,145
13963,200021712-00074_1,1126,1813,74,110
13964,200021712-00074_1,1124,1960,69,96
13965,200021712-00074_1,1136,2195,43,96
13966,200021712-00074_1,1113,2293,74,162
13967,200021712-00074_1,1120,2460,80,83
13968,200021712-00074_1,1147,2571,24,136
13969,200021712-00074_1,1124,2708,70,94
13970,200021712-00074_1,1131,2834,65,92
13971,200021712-00074_1,1160,2953,19,131
13972,200021712-00074_1,1140,3225,48,106
13973,200021712-00074_1,1135,3332,71,114
13974,200021712-00074_1,930,1187,62,87
13975,200021712-00074_1,948,1303,62,108
13976,200021712-00074_1,962,1436,20,126
13977,200021712-00074_1,953,1864,55,38
13978,200021712-00074_1,933,2212,77,82
13979,200021712-00074_1,938,2470,77,78
13980,200021712-00074_1,944,2595,66,88
13981,200021712-00074_1,930,2993,94,83
13982,200021712-00074_1,921,3107,99,84
13983,200021712-00074_1,958,3192,27,141
13984,200021712-00074_1,755,940,54,84
13985,200021712-00074_1,761,1025,39,166
13986,200021712-00074_1,740,1192,79,100
13987,200021712-00074_1,753,1428,54,123
13988,200021712-00074_1,758,1552,59,111
13989,200021712-00074_1,778,1951,28,102
13990,200021712-00074_1,759,2085,69,86
13991,200021712-00074_1,788,2187,21,164
13992,200021712-00074_1,559,1699,108,95
13993,200021712-00074_1,365,1315,70,96
13994,200021712-00074_1,374,1428,54,101
13995,200021712-00074_1,378,1530,45,115
13996,200021712-00074_1,387,1966,58,96
13997,200021712-00074_1,411,2063,24,130
13998,200021712-00074_1,376,2194,60,105
13999,200021712-00074_1,397,2448,16,123
14000,200021712-00074_1,366,2824,68,109
14001,200021712-00074_1,380,2959,51,69
14002,200021712-00074_1,368,3029,67,166
14003,200021712-00074_1,373,3338,61,94
14004,200021712-00074_1,176,936,86,128
14005,200021712-00074_1,193,1065,33,89
14006,200021712-00074_1,181,1188,72,105
14007,200021712-00074_1,178,1317,62,115
14008,200021712-00074_1,174,1454,81,123
14009,200021712-00074_1,174,1578,81,93
14010,200021712-00074_1,177,1831,99,91
14011,200021712-00074_1,179,2067,62,119
14012,200021712-00074_1,169,2187,63,106
14013,200021712-00074_1,182,2460,72,106
14014,200021712-00074_1,209,2696,27,130
14015,200021712-00074_1,172,2840,90,120
14016,200021712-00074_1,186,2961,50,100
14017,200021712-00074_1,203,3062,36,126
14018,200021712-00074_2,1939,951,57,105
14019,200021712-00074_2,1932,1067,60,98
14020,200021712-00074_2,1914,1440,96,88
14021,200021712-00074_2,1939,1661,34,103
14022,200021712-00074_2,1930,1765,42,133
14023,200021712-00074_2,1924,1945,54,103
14024,200021712-00074_2,1939,2049,28,136
14025,200021712-00074_2,1909,2186,79,105
14026,200021712-00074_2,1923,2448,71,107
14027,200021712-00074_2,1943,2556,47,130
14028,200021712-00074_2,1919,2826,68,100
14029,200021712-00074_2,1893,3110,103,101
14030,200021712-00074_2,1937,3212,49,105
14031,200021712-00074_2,1910,3349,75,87
14032,200021712-00074_2,1731,1157,70,125
14033,200021712-00074_2,1723,1437,81,110
14034,200021712-00074_2,1736,1548,66,126
14035,200021712-00074_2,1725,1819,92,98
14036,200021712-00074_2,1708,2076,92,110
14037,200021712-00074_2,1744,2187,32,92
14038,200021712-00074_2,1758,2280,17,147
14039,200021712-00074_2,1719,2722,80,77
14040,200021712-00074_2,1716,2852,83,69
14041,200021712-00074_2,1733,2967,54,83
14042,200021712-00074_2,1699,3089,106,117
14043,200021712-00074_2,1743,3207,41,84
14044,200021712-00074_2,1760,3292,16,171
14045,200021712-00074_2,1532,945,100,103
14046,200021712-00074_2,1566,1049,38,109
14047,200021712-00074_2,1530,1700,75,86
14048,200021712-00074_2,1534,2044,72,105
14049,200021712-00074_2,1520,2187,87,88
14050,200021712-00074_2,1527,2316,70,94
14051,200021712-00074_2,1532,2955,70,79
14052,200021712-00074_2,1541,3035,55,107
14053,200021712-00074_2,1552,3311,37,137
14054,200021712-00074_2,1348,1295,53,103
14055,200021712-00074_2,1376,1399,25,135
14056,200021712-00074_2,1342,1535,66,123
14057,200021712-00074_2,1331,1697,86,99
14058,200021712-00074_2,1337,1797,73,159
14059,200021712-00074_2,1332,1939,105,97
14060,200021712-00074_2,1338,2188,50,134
14061,200021712-00074_2,1348,2323,39,90
14062,200021712-00074_2,1363,2414,16,137
14063,200021712-00074_2,1328,2578,81,89
14064,200021712-00074_2,1355,2668,50,138
14065,200021712-00074_2,1341,2973,63,90
14066,200021712-00074_2,1336,3093,53,80
14067,200021712-00074_2,1336,3174,67,143
14068,200021712-00074_2,1347,3318,68,129
14069,200021712-00074_2,1145,940,96,90
14070,200021712-00074_2,1176,1031,44,132
14071,200021712-00074_2,1154,1164,61,97
14072,200021712-00074_2,1139,1307,69,69
14073,200021712-00074_2,1151,1419,72,110
14074,200021712-00074_2,1133,1551,90,99
14075,200021712-00074_2,1162,1670,56,98
14076,200021712-00074_2,1169,1769,40,130
14077,200021712-00074_2,1178,1920,24,132
14078,200021712-00074_2,1155,2053,54,107
14079,200021712-00074_2,1150,2301,75,100
14080,200021712-00074_2,1160,2571,50,110
14081,200021712-00074_2,1153,2682,68,110
14082,200021712-00074_2,1155,3082,84,87
14083,200021712-00074_2,1169,3190,45,116
14084,200021712-00074_2,986,919,13,124
14085,200021712-00074_2,966,1175,66,89
