ID,Image,X,Y,Width,Height
1656,200021712-00031_1,801,2014,65,364
1657,200021712-00031_1,801,2132,65,315
1658,200021712-00031_1,782,2259,91,391
1659,200021712-00031_1,782,2379,91,389
1660,200021712-00031_1,582,1230,98,331
1661,200021712-00031_1,582,1343,98,366
1662,200021712-00031_1,602,3071,90,298
1663,200021712-00031_1,587,3177,108,285
1664,200021712-00031_1,587,3326,108,217
1665,200021712-00031_1,401,975,94,353
1666,200021712-00031_1,394,1091,101,361
1667,200021712-00031_1,395,1617,93,364
1668,200021712-00031_1,395,1719,93,411
1669,200021712-00031_1,395,1890,93,338
1670,200021712-00031_1,411,2013,68,389
1671,200021712-00031_1,411,2131,68,374
1672,200021712-00031_1,411,2258,68,384
1673,200021712-00031_1,401,2403,91,371
1674,200021712-00031_1,401,2506,91,355
1675,200021712-00031_1,400,2671,99,297
1676,200021712-00031_1,400,2775,99,368
1677,200021712-00031_1,218,2648,78,389
1678,200021712-00031_1,214,2782,94,355
1679,200021712-00031_2,1896,1116,99,349
1680,200021712-00031_2,1913,1233,82,365
1681,200021712-00031_2,1723,975,69,327
1682,200021712-00031_2,1716,1063,87,387
1683,200021712-00031_2,1716,1206,87,389
1684,200021712-00031_2,1716,1331,87,381
1685,200021712-00031_2,1706,2013,83,299
1686,200021712-00031_2,1706,2124,74,409
1687,200021712-00031_2,1337,1506,63,345
1688,200021712-00031_2,1339,1619,61,397
1689,200021712-00031_2,1316,1739,104,377
1690,200021712-00031_2,1316,1895,104,328
1691,200021712-00031_2,1316,2017,104,356
1692,200021712-00031_2,1329,2131,87,381
1693,200021712-00031_2,1329,2224,87,398
1694,200021712-00031_2,957,986,64,336
1695,200021712-00031_2,957,1127,61,407
1696,200021712-00031_2,968,1225,46,399
1697,200021712-00031_2,956,1353,84,402
1698,200021712-00031_2,956,1535,84,321
1699,200021712-00031_2,960,2158,79,337
1700,200021712-00031_2,948,2919,93,377
1701,200021712-00031_2,967,3023,97,415
1702,200021712-00031_2,953,3178,111,353
1703,200021712-00031_2,755,1371,99,364
1704,200021712-00031_2,769,2668,77,382
1705,200021712-00031_2,769,2765,77,369
1706,200021712-00031_2,571,1243,87,392
1707,200021712-00031_2,579,1352,67,395
1708,200021712-00031_2,564,2425,97,337
1709,200021712-00031_2,564,2539,97,324
1710,200021712-00031_2,378,1129,61,336
1711,200021712-00031_2,378,1231,68,381
1712,200021712-00031_2,377,1367,82,334
1713,200021712-00031_2,368,1873,98,414
1714,200021712-00032_1,1493,3036,74,331
1715,200021712-00032_1,1328,1060,59,302
1716,200021712-00032_1,1314,2239,66,354
1717,200021712-00032_1,1296,3163,80,316
1718,200021712-00032_1,1124,1443,81,352
1719,200021712-00032_1,1114,2104,84,340
1720,200021712-00032_1,1114,2236,84,353
1721,200021712-00032_1,946,1011,60,387
1722,200021712-00032_1,749,1596,84,360
1723,200021712-00032_1,726,1691,108,381
1724,200021712-00032_1,726,1844,108,364
1725,200021712-00032_1,726,1957,108,389
1726,200021712-00032_1,557,920,89,336
1727,200021712-00032_1,557,1023,90,385
1728,200021712-00032_1,563,1168,84,386
1729,200021712-00032_1,552,1967,88,357
1730,200021712-00032_1,357,1971,82,371
1731,200021712-00032_1,357,2099,82,405
1732,200021712-00032_2,1736,1285,88,376
1733,200021712-00032_2,1736,1399,85,416
1734,200021712-00032_2,1738,1546,91,406
1735,200021712-00032_2,1738,2470,85,376
1736,200021712-00032_2,1738,2594,92,382
1737,200021712-00032_2,1544,1569,68,333
1738,200021712-00032_2,1540,2479,94,350
1739,200021712-00032_2,1540,2588,94,379
1740,200021712-00032_2,1540,2747,94,342
1741,200021712-00032_2,1340,1695,96,370
1742,200021712-00032_2,1344,1787,92,419
1743,200021712-00032_2,1344,1945,92,365
1744,200021712-00032_2,1353,2084,85,359
1745,200021712-00032_2,1341,2207,97,376
1746,200021712-00032_2,1341,2344,97,327
1747,200021712-00032_2,1341,2462,87,379
1748,200021712-00032_2,1161,1410,77,355
1749,200021712-00032_2,1161,1543,77,406
1750,200021712-00032_2,584,2630,89,332
1751,200021712-00032_2,594,3147,71,345
1752,200021712-00032_2,408,1549,45,374
1753,200021712-00032_2,384,2072,86,390
1754,200021712-00032_2,384,2171,86,417
1755,200021712-00032_2,389,2761,90,341
1756,200021712-00032_2,389,2889,90,349
1757,200021712-00033_1,1305,2126,75,352
1758,200021712-00033_1,1310,2256,59,400
1759,200021712-00033_1,1310,2367,59,385
1760,200021712-00033_1,1291,2525,86,377
1761,200021712-00033_1,1291,2657,86,367
1762,200021712-00033_1,1289,2789,88,354
1763,200021712-00033_1,1289,2903,80,406
1764,200021712-00033_1,1289,3025,80,386
1765,200021712-00033_1,1103,1616,79,372
1766,200021712-00033_1,1103,1725,79,362
1767,200021712-00033_1,1101,1869,84,387
1768,200021712-00033_1,1101,1989,84,359
1769,200021712-00033_1,891,818,108,356
1770,200021712-00033_1,891,931,108,346
1771,200021712-00033_1,698,917,101,373
1772,200021712-00033_1,698,1064,101,326
1773,200021712-00033_1,349,2945,67,358
1774,200021712-00033_1,126,950,84,367
1775,200021712-00033_1,126,1047,84,373
1776,200021712-00033_1,126,1186,93,390
1777,200021712-00033_1,145,2547,80,396
1778,200021712-00033_1,145,2691,80,366
1779,200021712-00033_1,145,2826,80,349
1780,200021712-00033_2,1952,936,81,359
1781,200021712-00033_2,1964,2672,80,405
1782,200021712-00033_2,1950,2788,96,388
1783,200021712-00033_2,1950,2950,96,363
1784,200021712-00033_2,1950,3079,96,339
1785,200021712-00033_2,1751,1202,85,395
1786,200021712-00033_2,1751,1334,89,340
1787,200021712-00033_2,1751,1458,89,387
1788,200021712-00033_2,1763,2666,75,386
1789,200021712-00033_2,1763,2812,75,369
1790,200021712-00033_2,1564,2412,66,353
1791,200021712-00033_2,1564,2520,67,395
1792,200021712-00033_2,1564,2659,67,416
1793,200021712-00033_2,991,1472,80,413
1794,200021712-00033_2,997,1581,64,413
1795,200021712-00033_2,991,2126,73,411
1796,200021712-00033_2,980,2249,94,394
1797,200021712-00033_2,773,1357,107,499
1798,200021712-00033_2,773,1480,107,504
1799,200021712-00033_2,795,1735,88,400
1800,200021712-00033_2,795,1889,88,360
1801,200021712-00033_2,795,2020,88,363
1802,200021712-00033_2,803,2136,68,354
1803,200021712-00033_2,791,2278,78,429
1804,200021712-00033_2,797,3074,67,349
1805,200021712-00033_2,607,978,82,348
1806,200021712-00033_2,593,2546,94,358
1807,200021712-00033_2,593,2676,94,370
1808,200021712-00033_2,598,2819,75,326
1809,200021712-00033_2,598,2930,75,375
1810,200021712-00033_2,613,3047,44,405
1811,200021712-00033_2,400,1354,90,362
1812,200021712-00033_2,400,1489,90,340
1813,200021712-00034_1,1711,2088,95,370
1814,200021712-00034_1,1526,914,80,316
1815,200021712-00034_1,1528,1022,53,380
1816,200021712-00034_1,1513,2055,89,399
1817,200021712-00034_1,1514,3153,81,360
1818,200021712-00034_1,1323,893,73,384
1819,200021712-00034_1,1320,1004,97,389
1820,200021712-00034_1,1320,1169,97,364
1821,200021712-00034_1,1320,1278,97,365
1822,200021712-00034_1,763,1962,72,328
1823,200021712-00034_1,740,2079,93,391
1824,200021712-00034_1,740,2184,93,405
1825,200021712-00034_1,554,1283,85,363
1826,200021712-00034_1,561,1410,78,388
1827,200021712-00034_1,577,1548,48,396
1828,200021712-00034_1,577,1688,49,351
1829,200021712-00034_1,548,2344,97,362
1830,200021712-00034_1,563,2848,66,406
1831,200021712-00034_1,563,3006,66,364
1832,200021712-00034_1,362,2349,88,359
1833,200021712-00034_1,362,2471,88,388
1834,200021712-00034_1,369,3147,88,352
1835,200021712-00034_1,129,1006,106,352
1836,200021712-00034_1,148,1816,63,342
1837,200021712-00034_1,151,1937,60,371
1838,200021712-00034_1,152,2062,52,426
1839,200021712-00034_1,138,2159,76,414
1840,200021712-00034_2,1890,908,86,335
1841,200021712-00034_2,1309,2475,88,384
1842,200021712-00034_2,1322,3013,76,367
1843,200021712-00034_2,1319,3163,79,356
1844,200021712-00034_2,1101,926,103,352
1845,200021712-00034_2,1115,1445,100,361
1846,200021712-00034_2,1119,2770,84,364
1847,200021712-00034_2,1119,2889,84,338
1848,200021712-00034_2,1119,3021,84,425
1849,200021712-00034_2,1144,3135,48,400
1850,200021712-00034_2,925,916,89,373
1851,200021712-00034_2,931,1016,78,387
1852,200021712-00034_2,934,2357,81,375
1853,200021712-00034_2,749,1795,70,406
1854,200021712-00034_2,749,1961,70,349
1855,200021712-00034_2,750,2079,69,351
1856,200021712-00034_2,752,2225,67,385
1857,200021712-00034_2,755,2363,58,364
1858,200021712-00034_2,757,2460,56,397
1859,200021712-00034_2,729,3019,102,378
1860,200021712-00034_2,547,3028,81,358
1861,200021712-00034_2,346,1715,83,336
1862,200021712-00034_2,340,1813,89,400
1863,200021712-00035_1,1709,987,79,317
1864,200021712-00035_1,1709,1091,79,405
1865,200021712-00035_1,1307,1783,85,355
1866,200021712-00035_1,1303,1910,96,370
1867,200021712-00035_1,1303,2051,96,364
1868,200021712-00035_1,1293,2581,95,349
1869,200021712-00035_1,1304,2704,75,422
1870,200021712-00035_1,1302,2844,84,355
1871,200021712-00035_1,1113,967,79,363
1872,200021712-00035_1,1127,1108,64,370
1873,200021712-00035_1,1128,1218,63,368
1874,200021712-00035_1,1126,2967,64,365
1875,200021712-00035_1,913,1221,86,387
1876,200021712-00035_1,913,1362,86,371
1877,200021712-00035_1,918,2698,91,391
1878,200021712-00035_1,924,2815,71,387
1879,200021712-00035_1,722,2183,91,353
1880,200021712-00035_1,722,2302,91,374
1881,200021712-00035_1,739,2403,64,417
1882,200021712-00035_1,739,2537,63,417
1883,200021712-00035_1,536,1367,80,352
1884,200021712-00035_1,532,1486,103,405
1885,200021712-00035_1,532,1651,103,347
1886,200021712-00035_1,532,1742,103,414
1887,200021712-00035_1,543,2939,67,389
1888,200021712-00035_1,323,1505,93,375
1889,200021712-00035_1,320,1628,107,386
1890,200021712-00035_1,320,1711,107,447
1891,200021712-00035_1,320,1892,107,358
1892,200021712-00035_1,329,2816,106,394
1893,200021712-00035_1,329,2979,106,352
1894,200021712-00035_1,155,1101,65,338
1895,200021712-00035_1,148,1781,86,350
1896,200021712-00035_2,1903,2181,96,363
1897,200021712-00035_2,1912,2303,73,396
1898,200021712-00035_2,1912,2437,73,367
1899,200021712-00035_2,1920,2576,67,364
1900,200021712-00035_2,1919,2700,86,404
1901,200021712-00035_2,1919,2850,86,354
1902,200021712-00035_2,1707,1009,84,318
1903,200021712-00035_2,1707,1124,84,372
1904,200021712-00035_2,1721,2078,74,360
1905,200021712-00035_2,1717,2184,79,358
1906,200021712-00035_2,1717,2322,90,376
1907,200021712-00035_2,1717,2450,90,395
1908,200021712-00035_2,1525,1014,72,356
1909,200021712-00035_2,1515,1112,124,380
1910,200021712-00035_2,1519,1928,82,365
1911,200021712-00035_2,1513,2040,103,385
1912,200021712-00035_2,1528,2739,85,348
1913,200021712-00035_2,1515,2817,121,407
1914,200021712-00035_2,1331,1112,100,384
1915,200021712-00035_2,1325,1249,106,371
1916,200021712-00035_2,1311,2837,114,402
1917,200021712-00035_2,948,2720,85,364
1918,200021712-00035_2,751,1125,88,357
1919,200021712-00035_2,758,1781,70,398
1920,200021712-00035_2,770,2601,57,357
1921,200021712-00035_2,748,3139,103,335
1922,200021712-00035_2,579,1009,44,371
1923,200021712-00035_2,579,1146,58,337
1924,200021712-00035_2,579,1239,58,377
1925,200021712-00035_2,369,896,69,380
1926,200021712-00035_2,358,1395,103,382
1927,200021712-00035_2,358,1507,103,402
1928,200021712-00035_2,358,1677,103,389
1929,200021712-00035_2,379,3122,73,360
1930,200021712-00036_1,1678,2195,75,332
1931,200021712-00036_1,1678,2305,75,398
1932,200021712-00036_1,1460,1790,109,361
1933,200021712-00036_1,1460,1910,109,369
1934,200021712-00036_1,1486,2851,71,394
1935,200021712-00036_1,1481,2984,75,364
1936,200021712-00036_1,1276,1266,84,367
1937,200021712-00036_1,1088,2574,97,396
1938,200021712-00036_1,1088,2695,91,392
1939,200021712-00036_1,1088,2844,105,339
1940,200021712-00036_1,905,1115,83,394
1941,200021712-00036_1,899,1218,99,359
1942,200021712-00036_1,899,1353,99,399
1943,200021712-00036_1,896,2169,98,357
1944,200021712-00036_1,896,2318,98,381
1945,200021712-00036_1,914,2851,63,359
1946,200021712-00036_1,718,1236,85,352
1947,200021712-00036_1,716,2731,77,363
1948,200021712-00036_1,691,2838,106,372
1949,200021712-00036_1,329,2161,83,334
1950,200021712-00036_1,335,2297,81,358
1951,200021712-00036_1,335,2383,81,414
1952,200021712-00036_2,1749,1586,89,330
1953,200021712-00036_2,1749,1691,89,380
1954,200021712-00036_2,1753,1822,85,351
1955,200021712-00036_2,1759,1961,58,370
1956,200021712-00036_2,1726,2072,116,358
1957,200021712-00036_2,1755,3122,60,341
1958,200021712-00036_2,1550,1060,103,379
1959,200021712-00036_2,1550,1148,103,414
1960,200021712-00036_2,1550,2103,81,329
1961,200021712-00036_2,1550,2215,81,384
1962,200021712-00036_2,1547,2989,85,369
1963,200021712-00036_2,1547,3105,77,349
1964,200021712-00036_2,1362,925,78,404
1965,200021712-00036_2,1346,1841,100,315
1966,200021712-00036_2,1171,1077,88,339
1967,200021712-00036_2,1171,1189,88,397
1968,200021712-00036_2,1166,1291,93,375
1969,200021712-00036_2,1162,2249,94,305
1970,200021712-00036_2,1162,2339,94,377
1971,200021712-00036_2,1178,2461,78,534
1972,200021712-00036_2,1178,2606,71,483
1973,200021712-00036_2,1180,2901,58,346
1974,200021712-00036_2,986,2586,75,380
1975,200021712-00036_2,984,2727,77,332
1976,200021712-00036_2,408,1583,77,330
1977,200021712-00036_2,424,1704,61,358
1978,200021712-00037_1,1717,946,86,351
1979,200021712-00037_1,1721,1734,70,349
1980,200021712-00037_1,1721,1842,60,405
1981,200021712-00037_1,1529,943,58,354
1982,200021712-00037_1,1529,1051,58,399
1983,200021712-00037_1,1511,1709,92,365
1984,200021712-00037_1,1506,2620,87,389
1985,200021712-00037_1,1510,3155,89,348
1986,200021712-00037_1,1337,1325,76,375
1987,200021712-00037_1,1337,1451,76,352
1988,200021712-00037_1,1317,1569,101,364
1989,200021712-00037_1,1317,1701,101,387
1990,200021712-00037_1,1315,2206,83,406
1991,200021712-00037_1,1315,2378,83,369
1992,200021712-00037_1,1295,2488,106,380
1993,200021712-00037_1,1295,2613,106,384
1994,200021712-00037_1,1128,1184,97,411
1995,200021712-00037_1,744,3047,74,325
1996,200021712-00037_1,744,3138,74,348
1997,200021712-00037_1,560,1451,76,514
1998,200021712-00037_1,555,2736,78,385
1999,200021712-00037_1,555,2848,78,399
2000,200021712-00037_1,555,3013,83,341
2001,200021712-00037_1,359,2238,82,347
2002,200021712-00037_1,359,2357,84,375
2003,200021712-00037_1,360,2458,83,381
2004,200021712-00037_1,369,2950,56,418
2005,200021712-00037_1,161,1412,97,402
2006,200021712-00037_1,161,1501,97,410
2007,200021712-00037_1,161,1692,97,340
2008,200021712-00037_1,191,1815,46,396
2009,200021712-00037_1,151,2620,86,383
2010,200021712-00037_2,1923,1594,65,354
2011,200021712-00037_2,1931,1721,57,365
2012,200021712-00037_2,1923,2493,88,383
2013,200021712-00037_2,1923,2594,90,379
2014,200021712-00037_2,1923,2734,90,353
2015,200021712-00037_2,1936,2877,77,356
2016,200021712-00037_2,1933,3001,66,365
2017,200021712-00037_2,1916,3088,101,390
2018,200021712-00037_2,1706,1478,102,350
2019,200021712-00037_2,1706,1594,102,377
2020,200021712-00037_2,1719,1721,98,352
2021,200021712-00037_2,1719,1829,98,378
2022,200021712-00037_2,1719,1972,98,362
2023,200021712-00037_2,1731,2110,69,348
2024,200021712-00037_2,1728,2629,90,322
2025,200021712-00037_2,1342,2364,76,303
2026,200021712-00037_2,1342,2483,76,374
2027,200021712-00037_2,1366,3002,39,355
2028,200021712-00037_2,1322,3116,109,365
2029,200021712-00037_2,1139,966,83,371
2030,200021712-00037_2,1153,1837,81,359
2031,200021712-00037_2,1153,1947,81,395
2032,200021712-00037_2,1153,2107,81,321
2033,200021712-00037_2,1158,2233,70,385
2034,200021712-00037_2,962,1229,78,356
2035,200021712-00037_2,966,1337,111,374
2036,200021712-00037_2,956,1851,104,347
2037,200021712-00037_2,956,1999,121,339
2038,200021712-00037_2,969,2622,72,344
2039,200021712-00037_2,961,2714,112,401
2040,200021712-00037_2,774,1472,91,361
2041,200021712-00037_2,769,1571,103,408
2042,200021712-00037_2,765,2254,107,332
2043,200021712-00037_2,763,2355,109,374
2044,200021712-00037_2,578,2455,107,393
2045,200021712-00037_2,578,2565,107,435
2046,200021712-00037_2,388,1992,75,367
2047,200021712-00037_2,388,2113,75,350
2048,200021712-00037_2,388,2239,75,383
2049,200021712-00037_2,407,2368,69,366
2050,200021712-00037_2,385,2494,91,384
2051,200021712-00037_2,385,2643,91,335
2052,200021712-00037_2,384,2767,87,374
2053,200021712-00037_2,384,2879,87,358
2054,200021712-00038_1,1646,961,102,365
2055,200021712-00038_1,1663,2011,74,333
2056,200021712-00038_1,1663,2109,73,369
2057,200021712-00038_1,1477,960,53,356
2058,200021712-00038_1,1451,1059,99,377
2059,200021712-00038_1,1451,1219,99,350
2060,200021712-00038_1,1459,2316,83,352
2061,200021712-00038_1,1456,2448,91,363
2062,200021712-00038_1,1456,2568,91,328
2063,200021712-00038_1,1274,964,76,386
2064,200021712-00038_1,1277,1055,85,369
2065,200021712-00038_1,1077,1983,91,363
2066,200021712-00038_1,1077,2107,91,391
2067,200021712-00038_1,701,2112,87,357
2068,200021712-00038_1,708,3068,68,332
2069,200021712-00038_1,708,3150,68,362
2070,200021712-00038_1,509,1375,82,321
2071,200021712-00038_1,509,1470,82,356
2072,200021712-00038_1,514,1599,75,378
2073,200021712-00038_1,510,1736,85,325
2074,200021712-00038_1,494,2242,105,380
2075,200021712-00038_1,494,2382,105,368
2076,200021712-00038_1,308,1080,87,344
2077,200021712-00038_1,308,1223,87,320
2078,200021712-00038_1,311,1351,81,365
2079,200021712-00038_1,311,1425,81,428
2080,200021712-00038_1,311,1586,81,386
2081,200021712-00038_1,323,1717,62,394
2082,200021712-00038_1,128,2492,63,373
2083,200021712-00038_1,128,2607,63,406
2084,200021712-00038_2,1920,1351,65,355
2085,200021712-00038_2,1920,1459,65,362
2086,200021712-00038_2,1921,1598,72,368
2087,200021712-00038_2,1917,1707,76,397
2088,200021712-00038_2,1911,1863,102,331
2089,200021712-00038_2,1911,1989,102,327
2090,200021712-00038_2,1911,2122,102,336
2091,200021712-00038_2,1921,2235,68,349
2092,200021712-00038_2,1913,2363,88,335
2093,200021712-00038_2,1913,2459,88,384
2094,200021712-00038_2,1913,2616,88,341
2095,200021712-00038_2,1715,988,93,335
2096,200021712-00038_2,1706,1101,118,358
2097,200021712-00038_2,1706,1236,118,324
2098,200021712-00038_2,1706,1356,118,344
2099,200021712-00038_2,1708,1460,93,349
2100,200021712-00038_2,1738,1561,48,399
2101,200021712-00038_2,1725,1729,69,352
2102,200021712-00038_2,1718,2511,87,325
2103,200021712-00038_2,1723,3000,77,373
2104,200021712-00038_2,1523,1490,94,316
2105,200021712-00038_2,1523,1604,94,361
2106,200021712-00038_2,1332,976,72,334
2107,200021712-00038_2,1332,1087,72,393
2108,200021712-00038_2,1328,1217,84,359
2109,200021712-00038_2,1328,1311,84,392
2110,200021712-00038_2,1343,1843,71,395
2111,200021712-00038_2,1145,1352,75,330
2112,200021712-00038_2,1145,1475,75,380
2113,200021712-00038_2,1139,1600,100,378
2114,200021712-00038_2,1139,1684,100,406
2115,200021712-00038_2,1139,1861,100,332
2116,200021712-00038_2,1158,2493,61,496
2117,200021712-00038_2,1163,2770,53,339
2118,200021712-00038_2,962,974,76,343
2119,200021712-00038_2,962,1086,72,359
2120,200021712-00038_2,952,1231,82,323
2121,200021712-00038_2,958,2250,70,353
2122,200021712-00038_2,952,2900,89,340
2123,200021712-00038_2,952,3028,89,343
2124,200021712-00038_2,759,1611,88,345
2125,200021712-00038_2,751,2503,106,358
2126,200021712-00038_2,763,2672,78,301
2127,200021712-00038_2,763,2754,78,330
2128,200021712-00038_2,783,2880,51,367
2129,200021712-00038_2,774,2974,70,389
2130,200021712-00038_2,560,1082,94,351
2131,200021712-00038_2,560,1239,94,342
2132,200021712-00038_2,575,1869,78,336
2133,200021712-00038_2,592,1985,68,350
2134,200021712-00038_2,592,2101,68,361
2135,200021712-00038_2,584,3027,73,358
2136,200021712-00038_2,364,971,104,346
2137,200021712-00038_2,364,1124,104,312
2138,200021712-00038_2,371,1189,88,390
2139,200021712-00038_2,371,1352,87,335
2140,200021712-00038_2,383,1478,76,327
2141,200021712-00038_2,381,1949,93,422
2142,200021712-00039_1,1756,1014,59,348
2143,200021712-00039_1,1756,1128,59,365
2144,200021712-00039_1,1736,2811,103,384
2145,200021712-00039_1,1548,1775,66,369
2146,200021712-00039_1,1548,1877,82,380
2147,200021712-00039_1,1340,1255,93,361
2148,200021712-00039_1,1366,2049,59,343
2149,200021712-00039_1,1155,1414,77,333
2150,200021712-00039_1,1155,1520,74,347
2151,200021712-00039_1,1161,2439,75,326
2152,200021712-00039_1,1161,2544,70,340
2153,200021712-00039_1,1166,2630,80,400
2154,200021712-00039_1,1166,2766,80,416
2155,200021712-00039_1,795,1648,62,333
2156,200021712-00039_1,776,2312,90,344
2157,200021712-00039_1,783,2810,87,379
2158,200021712-00039_1,779,2921,107,387
2159,200021712-00039_1,579,1161,84,341
2160,200021712-00039_1,584,1653,80,356
2161,200021712-00039_1,584,1772,80,370
2162,200021712-00039_1,593,1892,71,419
2163,200021712-00039_1,389,1000,87,348
2164,200021712-00039_2,1946,3062,59,335
2165,200021712-00039_2,1721,1893,90,390
2166,200021712-00039_2,1721,2038,97,349
2167,200021712-00039_2,1553,1004,49,380
2168,200021712-00039_2,1338,1623,82,376
2169,200021712-00039_2,1152,1393,90,339
2170,200021712-00039_2,1145,1487,97,378
2171,200021712-00039_2,1147,2174,97,342
2172,200021712-00039_2,1147,2245,97,373
2173,200021712-00039_2,1151,2415,73,324
2174,200021712-00039_2,1151,2517,78,393
2175,200021712-00039_2,1140,2682,93,317
2176,200021712-00039_2,1140,2797,93,368
2177,200021712-00039_2,1140,2911,93,360
2178,200021712-00039_2,958,1002,77,332
2179,200021712-00039_2,951,1505,97,330
2180,200021712-00039_2,959,2157,78,336
2181,200021712-00039_2,775,1224,75,376
2182,200021712-00039_2,775,1362,75,386
2183,200021712-00039_2,396,2406,78,369
2184,200021712-00039_2,392,2536,82,342
2185,200021712-00040_1,1714,1091,98,349
2186,200021712-00040_1,1714,1190,98,373
2187,200021712-00040_1,1714,1338,98,359
2188,200021712-00040_1,1714,1441,99,391
2189,200021712-00040_1,1714,1564,99,440
2190,200021712-00040_1,1714,1751,99,374
2191,200021712-00040_1,1719,2395,92,385
2192,200021712-00040_1,1730,2515,72,367
2193,200021712-00040_1,1542,2523,66,358
2194,200021712-00040_1,1340,1741,67,396
2195,200021712-00040_1,1340,1857,59,374
2196,200021712-00040_1,1340,2004,58,385
2197,200021712-00040_1,1342,3056,76,334
2198,200021712-00040_1,1143,970,98,393
2199,200021712-00040_1,953,1474,76,358
2200,200021712-00040_1,947,1989,78,373
2201,200021712-00040_1,755,1722,104,373
2202,200021712-00040_2,1129,2641,89,369
2203,200021712-00040_2,1143,3171,69,326
2204,200021712-00040_2,943,1336,84,360
2205,200021712-00040_2,947,2260,80,396
2206,200021712-00040_2,950,2392,77,380
2207,200021712-00040_2,938,3178,84,362
2208,200021712-00040_2,748,2658,95,327
2209,200021712-00040_2,742,3187,113,334
2210,200021712-00040_2,554,2646,107,353
2211,200021712-00040_2,561,2768,91,387
2212,200021712-00040_2,561,2887,83,349
2213,200021712-00040_2,372,1190,70,414
2214,200021712-00040_2,374,1322,68,372
2215,200021712-00040_2,374,1444,72,369
2216,200021712-00040_2,381,1605,65,369
2217,200021712-00040_2,376,2257,71,335
2218,200021712-00040_2,376,2386,82,364
2219,200021712-00040_2,372,2491,103,378
2220,200021712-00041_1,1521,2389,85,366
2221,200021712-00041_1,1521,2529,85,349
2222,200021712-00041_1,1333,3060,55,316
2223,200021712-00041_1,1122,1705,98,350
2224,200021712-00041_1,1134,2356,77,334
2225,200021712-00041_1,1129,2927,103,343
2226,200021712-00041_1,947,893,74,359
2227,200021712-00041_1,559,2355,76,366
2228,200021712-00041_1,354,881,84,378
2229,200021712-00041_1,360,989,72,373
2230,200021712-00041_1,370,1839,68,372
2231,200021712-00041_1,346,1960,91,362
2232,200021712-00041_1,183,1037,60,337
2233,200021712-00041_1,192,1150,51,367
2234,200021712-00041_1,192,1247,51,419
2235,200021712-00041_1,171,1391,94,407
2236,200021712-00041_1,168,1953,72,373
2237,200021712-00041_1,171,2621,69,366
2238,200021712-00041_1,182,2715,58,364
2239,200021712-00041_1,181,2888,59,364
2240,200021712-00041_1,173,2988,58,440
2241,200021712-00041_1,164,3131,82,401
2242,200021712-00041_2,1926,1035,75,331
2243,200021712-00041_2,1926,1148,81,401
2244,200021712-00041_2,1926,1265,81,383
2245,200021712-00041_2,1915,1421,100,397
2246,200021712-00041_2,1915,1550,100,399
2247,200021712-00041_2,1915,1693,104,374
2248,200021712-00041_2,1926,1819,93,402
2249,200021712-00041_2,1926,1950,93,386
2250,200021712-00041_2,1924,2100,91,391
2251,200021712-00041_2,1924,2222,91,387
2252,200021712-00041_2,1924,2367,98,362
2253,200021712-00041_2,1725,1568,91,360
2254,200021712-00041_2,1725,1692,94,370
2255,200021712-00041_2,1730,1805,89,422
2256,200021712-00041_2,1730,1929,89,386
2257,200021712-00041_2,1338,1972,100,372
2258,200021712-00041_2,1355,2095,73,371
2259,200021712-00041_2,1341,2619,96,399
2260,200021712-00041_2,1341,2770,96,364
2261,200021712-00041_2,1135,924,113,357
2262,200021712-00041_2,1161,1027,66,418
2263,200021712-00041_2,1160,1174,69,371
2264,200021712-00041_2,1162,1704,79,361
2265,200021712-00041_2,1167,3148,80,359
2266,200021712-00041_2,964,1983,91,356
2267,200021712-00041_2,964,2100,90,342
2268,200021712-00041_2,973,2219,71,410
2269,200021712-00041_2,971,2369,73,361
2270,200021712-00041_2,793,927,76,338
2271,200021712-00041_2,785,1855,67,326
2272,200021712-00041_2,774,3036,101,341
2273,200021712-00041_2,593,921,72,342
2274,200021712-00042_1,1710,3150,81,347
2275,200021712-00042_1,1506,1247,80,378
2276,200021712-00042_1,1498,3006,87,360
2277,200021712-00042_1,1498,3109,87,387
2278,200021712-00042_1,1329,1680,59,390
2279,200021712-00042_1,1315,1797,76,390
2280,200021712-00042_1,1315,1929,79,387
2281,200021712-00042_1,1314,2478,90,360
2282,200021712-00042_1,1314,2594,83,377
2283,200021712-00042_1,1314,2744,83,355
2284,200021712-00042_1,1124,1662,69,382
2285,200021712-00042_1,1124,1795,69,365
2286,200021712-00042_1,1100,1932,100,387
2287,200021712-00042_1,1100,2045,100,382
2288,200021712-00042_1,1100,2192,100,414
2289,200021712-00042_1,1125,2885,100,344
2290,200021712-00042_1,944,1404,56,364
2291,200021712-00042_1,755,1676,77,408
2292,200021712-00042_1,755,1815,77,373
2293,200021712-00042_1,746,2357,92,352
2294,200021712-00042_1,746,2473,92,390
2295,200021712-00042_1,751,2597,87,353
2296,200021712-00042_1,751,2739,87,377
2297,200021712-00042_1,529,870,99,342
2298,200021712-00042_1,542,958,81,430
2299,200021712-00042_1,542,1127,81,356
2300,200021712-00042_1,567,2862,55,392
2301,200021712-00042_1,357,869,81,375
2302,200021712-00042_1,366,2473,75,364
2303,200021712-00042_1,365,2606,63,381
2304,200021712-00042_1,365,2721,63,395
2305,200021712-00042_1,167,1403,81,366
2306,200021712-00042_1,162,2213,97,345
2307,200021712-00042_2,1729,888,69,363
